source	target	relationship
pm074576w	pm074576	HAS_SIL_MGB
pm074578w	pm074578	HAS_SIL_MGB
pm074580	pm074581	HAS_SON_MGB
pm074580	pm074582	HAS_SON_MGB
pm074580	pm074583	HAS_SON_MGB
pm074580w	pm074580	HAS_SIL_MGB
pm074581	pm074585	HAS_SIL_MGB
pm074581	pm074586	HAS_SON_MGB
pm074582	pm074587	HAS_SON_MGB
pm074583	pm074588	HAS_SON_MGB
pm074583w	pm074583	HAS_SIL_MGB
pm074585	pm074590	HAS_SON_MGB
pm074588	pm074591	HAS_SON_MGB
pm074588	pm074614	HAS_SON_MGB
pm074588w	pm074588	HAS_SIL_MGB
pm074590	pm074593	HAS_SON_MGB
pm074591	pm074594	HAS_SON_MGB
pm074591w	pm074591	HAS_SIL_MGB
pm074593	pm074598	HAS_SON_MGB
pm074594	pm074599	HAS_SON_MGB
pm074594w	pm074594	HAS_SIL_MGB
pm074599	pm074601	HAS_SON_MGB
pm074599	pm074602	HAS_SON_MGB
pm074599	pm074623	HAS_SON_MGB
pm074599w1	pm074599	HAS_SIL_MGB
pm074599w2	pm074599	HAS_SIL_MGB
pm074601	pm074603	HAS_SON_MGB
pm074601w	pm074601	HAS_SIL_MGB
pm074602	pm074607	HAS_SON_MGB
pm074602w	pm074602	HAS_SIL_MGB
pm074603	pm074610	HAS_SON_MGB
pm074603w	pm074603	HAS_SIL_MGB
pm074607w	pm074607	HAS_SIL_MGB
pm074610	pm074613	HAS_SON_MGB
pm074610w	pm074610	HAS_SIL_MGB
pm074614	pm074616	HAS_SON_MGB
pm074614w	pm074614	HAS_SIL_MGB
pm074616	pm074619	HAS_SON_MGB
pm074616w	pm074616	HAS_SIL_MGB
pm074619	pm074626	HAS_SON_MGB
pm074619w	pm074619	HAS_SIL_MGB
pm074623	pm074628	HAS_SON_MGB
pm074623	pm074629	HAS_SON_MGB
pm074623w	pm074623	HAS_SIL_MGB
pm074626	pm074630	HAS_SON_MGB
pm074626w	pm074626	HAS_SIL_MGB
pm074629	pm074631	HAS_SON_MGB
pm074629w	pm074629	HAS_SIL_MGB
pm074630w	pm074630	HAS_SIL_MGB
pm074633	pm074634	HAS_SON_MGB
pm074633w	pm074633	HAS_SIL_MGB
pm074634	pm074636	HAS_SON_MGB
pm074634w	pm074634	HAS_SIL_MGB
pm074636	pm074637	HAS_SON_MGB
pm074637	pm074638	HAS_SON_MGB
pm074637	pm074674	HAS_SON_MGB
pm074637w	pm074637	HAS_SIL_MGB
pm074638	pm074640	HAS_SON_MGB
pm074638	pm074653	HAS_SON_MGB
pm074638w	pm074638	HAS_SIL_MGB
pm074640	pm074641	HAS_SON_MGB
pm074640	pm074655	HAS_SON_MGB
pm074640w	pm074640	HAS_SIL_MGB
pm074641	pm074642	HAS_SON_MGB
pm074641w	pm074641	HAS_SIL_MGB
pm074642	pm074644	HAS_SON_MGB
pm074642w	pm074642	HAS_SIL_MGB
pm074644	pm074646	HAS_SON_MGB
pm074653	pm074660	HAS_SIL_MGB
pm074653	pm074657	HAS_SON_MGB
pm074653	pm074658	HAS_SON_MGB
pm074653	pm074659	HAS_SON_MGB
pm074653	pm074676	HAS_SON_MGB
pm074653w	pm074653	HAS_SIL_MGB
pm074655	pm074661	HAS_SON_MGB
pm074655	pm074662	HAS_SON_MGB
pm074655w	pm074655	HAS_SIL_MGB
pm074657	pm074666	HAS_SON_MGB
pm074657	pm074667	HAS_SON_MGB
pm074657	pm074668	HAS_SON_MGB
pm074657w	pm074657	HAS_SIL_MGB
pm074658	pm074669	HAS_SON_MGB
pm074658w	pm074658	HAS_SIL_MGB
pm074660w	pm074660	HAS_SIL_MGB
pm074662	pm074671	HAS_SON_MGB
pm074662w	pm074662	HAS_SIL_MGB
pm074666w	pm074666	HAS_SIL_MGB
pm074668w	pm074668	HAS_SIL_MGB
pm074669w	pm074669	HAS_SIL_MGB
pm074671	pm074673	HAS_SON_MGB
pm074674	pm074675	HAS_SON_MGB
pm074675	pm074681	HAS_SON_MGB
pm074676w	pm074676	HAS_SIL_MGB
pm074681	pm074682	HAS_SON_MGB
pm074681	pm074683	HAS_SON_MGB
pm074686	pm074687	HAS_SON_MGB
pm074686w	pm074686	HAS_SIL_MGB
pm074687	pm074688	HAS_SON_MGB
pm074687w	pm074687	HAS_SIL_MGB
pm074688	pm074689	HAS_SON_MGB
pm074688	pm074699	HAS_SON_MGB
pm074688	pm074700	HAS_SON_MGB
pm074688	pm074765	HAS_SON_MGB
pm074688	pm074766	HAS_SON_MGB
pm074688w	pm074688	HAS_SIL_MGB
pm074689	pm074690	HAS_SON_MGB
pm074689w	pm074689	HAS_SIL_MGB
pm074690	pm074693	HAS_SON_MGB
pm074690w	pm074690	HAS_SIL_MGB
pm074693	pm074694	HAS_SON_MGB
pm074693w	pm074693	HAS_SIL_MGB
pm074694	pm074695	HAS_SON_MGB
pm074694w	pm074694	HAS_SIL_MGB
pm074695	pm074696	HAS_SON_MGB
pm074695	pm074697	HAS_SON_MGB
pm074695w	pm074695	HAS_SIL_MGB
pm074696	pm074698	HAS_SON_MGB
pm074699	pm074701	HAS_SON_MGB
pm074699	pm074702	HAS_SON_MGB
pm074699w	pm074699	HAS_SIL_MGB
pm074700	pm074706	HAS_SIL_MGB
pm074700	pm074707	HAS_SON_MGB
pm074700	pm074616	HAS_SON_MGB
pm074700	pm074709	HAS_SON_MGB
pm074700	pm074741	HAS_SON_MGB
pm074700	pm074742	HAS_SON_MGB
pm074700	pm074743	HAS_SON_MGB
pm074700	pm074744	HAS_SON_MGB
pm074701	pm074710	HAS_SON_MGB
pm074702	pm074712	HAS_SIL_MGB
pm074702	pm074713	HAS_SON_MGB
pm074702w	pm074702	HAS_SIL_MGB
pm074706	pm074714	HAS_SON_MGB
pm074706w	pm074706	HAS_SIL_MGB
pm074710	pm074715	HAS_SON_MGB
pm074710w	pm074710	HAS_SIL_MGB
pm074712	pm074716	HAS_SON_MGB
pm074712	pm074717	HAS_SON_MGB
pm074712	pm074718	HAS_SON_MGB
pm074712w	pm074712	HAS_SIL_MGB
pm074714	pm074719	HAS_SIL_MGB
pm074714	pm074720	HAS_SON_MGB
pm074715w	pm074715	HAS_SIL_MGB
pm074716	pm074724	HAS_SON_MGB
pm074716	pm074725	HAS_SON_MGB
pm074716w	pm074716	HAS_SIL_MGB
pm074717	pm074726	HAS_SON_MGB
pm074718	pm074727	HAS_SON_MGB
pm074719	pm074728	HAS_SON_MGB
pm074719	pm074729	HAS_SON_MGB
pm074719	pm074730	HAS_SON_MGB
pm074719	pm074759	HAS_SON_MGB
pm074720	pm074722	HAS_SON_MGB
pm074720	pm074723	HAS_SON_MGB
pm074722	pm074731	HAS_SON_MGB
pm074723	pm074732	HAS_SON_MGB
pm074723	pm074733	HAS_SON_MGB
pm074723	pm074734	HAS_SON_MGB
pm074728	pm074735	HAS_SON_MGB
pm074729	pm074736	HAS_SON_MGB
pm074729w	pm074729	HAS_SIL_MGB
pm074730	pm074737	HAS_SON_MGB
pm074730	pm074738	HAS_SON_MGB
pm074736	pm074739	HAS_SON_MGB
pm074737	pm074740	HAS_SON_MGB
pm074741	pm074745	HAS_SON_MGB
pm074741w	pm074741	HAS_SIL_MGB
pm074742	pm074750	HAS_SON_MGB
pm074742w	pm074742	HAS_SIL_MGB
pm074743	pm074751	HAS_SIL_MGB
pm074743	pm074752	HAS_SON_MGB
pm074743	pm074753	HAS_SON_MGB
pm074743w	pm074743	HAS_SIL_MGB
pm074744	pm074754	HAS_SON_MGB
pm074744	pm074770	HAS_SON_MGB
pm074744w	pm074744	HAS_SIL_MGB
pm074745w	pm074745	HAS_SIL_MGB
pm074750	pm074755	HAS_SON_MGB
pm074750w	pm074750	HAS_SIL_MGB
pm074751	pm074757	HAS_SON_MGB
pm074754	pm074758	HAS_SON_MGB
pm074754	pm074773	HAS_SON_MGB
pm074754w	pm074754	HAS_SIL_MGB
pm074755	pm074760	HAS_SON_MGB
pm074755	pm074761	HAS_SON_MGB
pm074755w	pm074755	HAS_SIL_MGB
pm074757	pm074762	HAS_SON_MGB
pm074758	pm074763	HAS_SON_MGB
pm074758w	pm074758	HAS_SIL_MGB
pm074759	pm074764	HAS_SON_MGB
pm074765	pm074768	HAS_SON_MGB
pm074765w	pm074765	HAS_SIL_MGB
pm074766	pm074769	HAS_SIL_MGB
pm074766	pm074784	HAS_SON_MGB
pm074766w	pm074766	HAS_SIL_MGB
pm074768	pm074771	HAS_SON_MGB
pm074769	pm074772	HAS_SON_MGB
pm074769	pm074785	HAS_SON_MGB
pm074769	pm074786	HAS_SON_MGB
pm074769	pm074787	HAS_SON_MGB
pm074769w1	pm074769	HAS_SIL_MGB
pm074769w2	pm074769	HAS_SIL_MGB
pm074771	pm074774	HAS_SON_MGB
pm074772	pm074775	HAS_SON_MGB
pm074772	pm074776	HAS_SON_MGB
pm074772	pm074777	HAS_SON_MGB
pm074772w	pm074772	HAS_SIL_MGB
pm074774	pm074780	HAS_SON_MGB
pm074775	pm074781	HAS_SON_MGB
pm074775	pm074782	HAS_SON_MGB
pm074775w	pm074775	HAS_SIL_MGB
pm074776w	pm074776	HAS_SIL_MGB
pm074777w	pm074777	HAS_SIL_MGB
pm074781	pm074783	HAS_SON_MGB
pm074781w	pm074781	HAS_SIL_MGB
pm074784	pm074789	HAS_SON_MGB
pm074784	pm074790	HAS_SON_MGB
pm074784w	pm074784	HAS_SIL_MGB
pm074785	pm074791	HAS_SON_MGB
pm074785	pm074792	HAS_SON_MGB
pm074785w	pm074785	HAS_SIL_MGB
pm074786	pm074793	HAS_SON_MGB
pm074786w	pm074786	HAS_SIL_MGB
pm074787	pm074794	HAS_SON_MGB
pm074787	pm074795	HAS_SON_MGB
pm074787w	pm074787	HAS_SIL_MGB
pm074790	pm074796	HAS_SON_MGB
pm074790w	pm074790	HAS_SIL_MGB
pm074791	pm074797	HAS_SON_MGB
pm074791w	pm074791	HAS_SIL_MGB
pm074792w	pm074792	HAS_SIL_MGB
pm074796	pm074798	HAS_SON_MGB
pm074796w	pm074796	HAS_SIL_MGB
pm074807	pm074808	HAS_SON_MGB
pm074808	pm074809	HAS_SON_MGB
pm074809	pm074810	HAS_SON_MGB
pm074809w	pm074809	HAS_SIL_MGB
pm074810	pm074811	HAS_SON_MGB
pm074810	pm074812	HAS_SON_MGB
pm074810w	pm074810	HAS_SIL_MGB
pm074811	pm074813	HAS_SIL_MGB
pm074811w	pm074811	HAS_SIL_MGB
pm074812	pm074814	HAS_SON_MGB
pm074812	pm074815	HAS_SON_MGB
pm074812	pm074821	HAS_SON_MGB
pm074812	pm074822	HAS_SON_MGB
pm074812w1	pm074812	HAS_SIL_MGB
pm074812w2	pm074812	HAS_SIL_MGB
pm074814	pm074816	HAS_SON_MGB
pm074815	pm074817	HAS_SON_MGB
pm074816	pm074819	HAS_SON_MGB
pm074817	pm074820	HAS_SON_MGB
pm074821	pm074824	HAS_SON_MGB
pm074821	pm074825	HAS_SON_MGB
pm074821	pm074826	HAS_SON_MGB
pm074821	pm074827	HAS_SON_MGB
pm074822	pm074828	HAS_SON_MGB
pm074822w	pm074822	HAS_SIL_MGB
pm074824	pm074829	HAS_SON_MGB
pm074824	pm074830	HAS_SON_MGB
pm074826	pm074831	HAS_SON_MGB
pm074826	pm074832	HAS_SON_MGB
pm074827	pm074833	HAS_SON_MGB
pm074827	pm074834	HAS_SON_MGB
pm074830	pm074835	HAS_SON_MGB
pm074830	pm074836	HAS_SON_MGB
pm074831	pm074837	HAS_SON_MGB
pm074834	pm074838	HAS_SON_MGB
pm074834	pm074839	HAS_SON_MGB
pm074835	pm074840	HAS_SON_MGB
pm074836	pm074841	HAS_SON_MGB
pm074837	pm074842	HAS_SON_MGB
pm074844	pm074845	HAS_SON_MGB
pm074845	pm074846	HAS_SON_MGB
pm074845	pm074851	HAS_SON_MGB
pm074846	pm074847	HAS_SON_MGB
pm074849	pm074850	HAS_SON_MGB
pm074849w	pm074849	HAS_SIL_MGB
pm074850	pm074852	HAS_SON_MGB
pm074850w	pm074850	HAS_SIL_MGB
pm074851	pm074853	HAS_SON_MGB
pm074851	pm074854	HAS_SON_MGB
pm074851	pm074855	HAS_SON_MGB
pm074851w	pm074851	HAS_SIL_MGB
pm074852	pm074856	HAS_SON_MGB
pm074852	pm074857	HAS_SON_MGB
pm074852	pm074878	HAS_SON_MGB
pm074852w	pm074852	HAS_SIL_MGB
pm074853	pm074858	HAS_SON_MGB
pm074853w	pm074853	HAS_SIL_MGB
pm074856	pm074860	HAS_SON_MGB
pm074856w	pm074856	HAS_SIL_MGB
pm074857	pm074861	HAS_SON_MGB
pm074857	pm074881	HAS_SON_MGB
pm074857w1	pm074857	HAS_SIL_MGB
pm074857w2	pm074857	HAS_SIL_MGB
pm074857w3	pm074857	HAS_SIL_MGB
pm074858	pm074849	HAS_SON_MGB
pm074860	pm074865	HAS_SON_MGB
pm074860w	pm074860	HAS_SIL_MGB
pm074861	pm074867	HAS_SON_MGB
pm074861w	pm074861	HAS_SIL_MGB
pm074865w	pm074865	HAS_SIL_MGB
pm074867	pm074868	HAS_SON_MGB
pm074868	pm074869	HAS_SON_MGB
pm074868	pm074870	HAS_SON_MGB
pm074870	pm074871	HAS_SON_MGB
pm074870	pm074886	HAS_SON_MGB
pm074870w	pm074870	HAS_SIL_MGB
pm074871w	pm074871	HAS_SIL_MGB
pm074878	pm074882	HAS_SON_MGB
pm074878w	pm074878	HAS_SIL_MGB
pm074881	pm074883	HAS_SON_MGB
pm074881w	pm074881	HAS_SIL_MGB
pm074882w	pm074882	HAS_SIL_MGB
pm074883w	pm074883	HAS_SIL_MGB
pm074888	pm074889	HAS_SON_MGB
pm074889	pm074890	HAS_SON_MGB
pm074890	pm074891	HAS_SON_MGB
pm074891	pm074892	HAS_SON_MGB
pm074892	pm074893	HAS_SON_MGB
pm074893	pm074894	HAS_SON_MGB
pm074894	pm074895	HAS_SON_MGB
pm074895	pm074896	HAS_SON_MGB
pm074896	pm074897	HAS_SON_MGB
pm074896	pm074898	HAS_SON_MGB
pm074896	pm074899	HAS_SON_MGB
pm074896	pm074900	HAS_SON_MGB
pm074901	pm074902	HAS_SON_MGB
pm074902	pm074903	HAS_SON_MGB
pm074902	pm074904	HAS_SON_MGB
pm074902	pm074905	HAS_SON_MGB
pm074902w	pm074902	HAS_SIL_MGB
pm074903	pm074906	HAS_SON_MGB
pm074904	pm074907	HAS_SON_MGB
pm074905	pm074908	HAS_SON_MGB
pm074906	pm074909	HAS_SON_MGB
pm074906w	pm074906	HAS_SIL_MGB
pm074908	pm074910	HAS_SON_MGB
pm074909	pm074911	HAS_SON_MGB
pm074911	pm074912	HAS_SON_MGB
pm074912	pm074913	HAS_SON_MGB
pm074915	pm074916	HAS_SON_MGB
pm074915	pm074928	HAS_SON_MGB
pm074916	pm074917	HAS_SON_MGB
pm074916w	pm074916	HAS_SIL_MGB
pm074917	pm074918	HAS_SON_MGB
pm074917	pm074919	HAS_SON_MGB
pm074917	pm074920	HAS_SON_MGB
pm074917w	pm074917	HAS_SIL_MGB
pm074918	pm074921	HAS_SON_MGB
pm074919	pm074922	HAS_SON_MGB
pm074920	pm074923	HAS_SIL_MGB
pm074920	pm074924	HAS_SON_MGB
pm074921	pm074925	HAS_SON_MGB
pm074922	pm074926	HAS_SON_MGB
pm074922	pm074927	HAS_SON_MGB
pm074935	pm074937	HAS_SON_MGB
pm074936	pm074938	HAS_SON_MGB
pm074937	pm074939	HAS_SON_MGB
pm074938	pm074940	HAS_SON_MGB
pm074939	pm074941	HAS_SON_MGB
pm074940	pm074942	HAS_SON_MGB
pm074941	pm074943	HAS_SON_MGB
pm074942	pm074945	HAS_SON_MGB
pm074943	pm074946	HAS_SON_MGB
pm074945	pm074947	HAS_SON_MGB
pm074945	pm074954	HAS_SON_MGB
pm074945	pm074955	HAS_SON_MGB
pm074946	pm074948	HAS_SON_MGB
pm074947	pm074950	HAS_SON_MGB
pm074947	pm074956	HAS_SON_MGB
pm074948	pm074951	HAS_SON_MGB
pm074951	pm074952	HAS_SON_MGB
pm074952	pm074936	HAS_SON_MGB
pm074954	pm074957	HAS_SON_MGB
pm074955	pm074958	HAS_SON_MGB
pm074956	pm074959	HAS_SON_MGB
pm074956	pm074960	HAS_SON_MGB
pm074962	pm074964	HAS_SON_MGB
pm074964	pm074966	HAS_SON_MGB
pm074965	pm074967	HAS_SON_MGB
pm074965	pm074968	HAS_SON_MGB
pm074965	pm074969	HAS_SON_MGB
pm074966	pm074970	HAS_SON_MGB
pm074970	pm074971	HAS_SON_MGB
pm074971	pm074972	HAS_SON_MGB
pm074972	pm074973	HAS_SON_MGB
pm074973	pm074974	HAS_SON_MGB
pm074973	pm074976	HAS_SON_MGB
pm074976	pm074978	HAS_SON_MGB
pm074977	pm074979	HAS_SON_MGB
pm074977	pm074980	HAS_SON_MGB
pm074977	pm074981	HAS_SON_MGB
pm074977	pm074982	HAS_SON_MGB
pm074978	pm074983	HAS_SON_MGB
pm074979	pm074984	HAS_SON_MGB
pm074979	pm074985	HAS_SON_MGB
pm074979	pm074986	HAS_SON_MGB
pm074980	pm074987	HAS_SON_MGB
pm074981	pm074988	HAS_SON_MGB
pm074983	pm074989	HAS_SON_MGB
pm074984	pm074990	HAS_SON_MGB
pm074985	pm074991	HAS_SON_MGB
pm074986	pm074992	HAS_SON_MGB
pm074986	pm074993	HAS_SON_MGB
pm074988	pm074994	HAS_SON_MGB
pm074989	pm074995	HAS_SON_MGB
pm074994	pm074996	HAS_SON_MGB
pm074995	pm074997	HAS_SON_MGB
pm074997	pm074998	HAS_SON_MGB
pm074997	pm074999	HAS_SON_MGB
pm074998	pm075000	HAS_SON_MGB
pm074999	pm075001	HAS_SON_MGB
pm074999	pm075002	HAS_SON_MGB
pm074999	pm075003	HAS_SON_MGB
pm075000	pm074977	HAS_SON_MGB
pm075000	pm075013	HAS_SON_MGB
pm075001	pm075006	HAS_SON_MGB
pm075002	pm075007	HAS_SON_MGB
pm075002	pm075008	HAS_SON_MGB
pm075003	pm075009	HAS_SON_MGB
pm075006	pm075010	HAS_SON_MGB
pm075007	pm075011	HAS_SON_MGB
pm075010	pm075012	HAS_SON_MGB
pm075013	pm075014	HAS_SON_MGB
pm075016	pm075017	HAS_SON_MGB
pm075017	pm075018	HAS_SON_MGB
pm075018	pm075019	HAS_SON_MGB
pm075019	pm075020	HAS_SON_MGB
pm075020	pm075021	HAS_SON_MGB
pm075021	pm075022	HAS_SON_MGB
pm075022	pm075023	HAS_SON_MGB
pm075023	pm075024	HAS_SON_MGB
pm075023	pm075025	HAS_SON_MGB
pm075023	pm075026	HAS_SON_MGB
pm075025	pm075027	HAS_SON_MGB
pm075025	pm075028	HAS_SON_MGB
pm075025	pm075029	HAS_SON_MGB
pm075026	pm075030	HAS_SON_MGB
pm075027	pm075031	HAS_SON_MGB
pm075028	pm075032	HAS_SON_MGB
pm075030	pm075033	HAS_SON_MGB
pm075030w	pm075030	HAS_SIL_MGB
pm075031	pm075034	HAS_SON_MGB
pm075033w	pm075033	HAS_SIL_MGB
pm075034w	pm075034	HAS_SIL_MGB
pm075048	pm075050	HAS_SON_MGB
pm075049	pm075051	HAS_SON_MGB
pm075049	pm076044	HAS_SON_MGB
pm075050	pm075052	HAS_SON_MGB
pm075051	pm075053	HAS_SON_MGB
pm075051	pm075054	HAS_SON_MGB
pm075052	pm075055	HAS_SON_MGB
pm075053	pm075056	HAS_SON_MGB
pm075054	pm075058	HAS_SON_MGB
pm075054	pm075059	HAS_SON_MGB
pm075055	pm075060	HAS_SON_MGB
pm075056	pm075061	HAS_SON_MGB
pm075058	pm075062	HAS_SON_MGB
pm075058	pm075063	HAS_SON_MGB
pm075059	pm075064	HAS_SON_MGB
pm075060	pm075065	HAS_SON_MGB
pm075061	pm075066	HAS_SON_MGB
pm075061w	pm075061	HAS_SIL_MGB
pm075063	pm075069	HAS_SON_MGB
pm075064	pm075070	HAS_SON_MGB
pm075065	pm075071	HAS_SON_MGB
pm075066	pm075079	HAS_SON_MGB
pm075066	pm075157	HAS_SON_MGB
pm075069	pm075074	HAS_SON_MGB
pm075071	pm075075	HAS_SON_MGB
pm075075	pm075077	HAS_SON_MGB
pm075077	pm075049	HAS_SON_MGB
pm075079	pm075081	HAS_SON_MGB
pm075079	pm075114	HAS_SON_MGB
pm075079	pm075158	HAS_SON_MGB
pm075079	pm076043	HAS_SON_MGB
pm075079w	pm075079	HAS_SIL_MGB
pm075081	pm075083	HAS_SON_MGB
pm075081	pm075084	HAS_SON_MGB
pm075083	pm075086	HAS_SON_MGB
pm075083	pm075087	HAS_SON_MGB
pm075083	pm075088	HAS_SON_MGB
pm075083	pm075089	HAS_SON_MGB
pm075083w	pm075083	HAS_SIL_MGB
pm075084	pm075090	HAS_SON_MGB
pm075084	pm075091	HAS_SON_MGB
pm075086	pm075093	HAS_SON_MGB
pm075087	pm075094	HAS_SON_MGB
pm075088	pm075096	HAS_SON_MGB
pm075089	pm075097	HAS_SON_MGB
pm075089w	pm075089	HAS_SIL_MGB
pm075090	pm075098	HAS_SON_MGB
pm075091	pm075099	HAS_SON_MGB
pm075091	pm075122	HAS_SON_MGB
pm075091	pm075123	HAS_SON_MGB
pm075093	pm075199	HAS_SON_MGB
pm075093w	pm075093	HAS_SIL_MGB
pm075096	pm075226	HAS_SON_MGB
pm075097	pm075275	HAS_SON_MGB
pm075097w	pm075097	HAS_SIL_MGB
pm075098	pm075104	HAS_SON_MGB
pm075099	pm075377	HAS_SON_MGB
pm075099	pm075406	HAS_SON_MGB
pm075104	pm075107	HAS_SON_MGB
pm075107	pm075108	HAS_SON_MGB
pm075108	pm075109	HAS_SON_MGB
pm075109	pm075110	HAS_SON_MGB
pm075110	pm075111	HAS_SON_MGB
pm075111	pm075112	HAS_SON_MGB
pm075112	pm075113	HAS_SON_MGB
pm075114	pm075118	HAS_SON_MGB
pm075114	pm075119	HAS_SON_MGB
pm075118	pm075120	HAS_SON_MGB
pm075119	pm075121	HAS_SON_MGB
pm075120	pm075124	HAS_SON_MGB
pm075121	pm075125	HAS_SON_MGB
pm075121w	pm075121	HAS_SIL_MGB
pm075123	pm075464	HAS_SON_MGB
pm075123	pm075129	HAS_SON_MGB
pm075123	pm075484	HAS_SON_MGB
pm075124	pm075132	HAS_SON_MGB
pm075125	pm075527	HAS_SON_MGB
pm075125	pm075528	HAS_SON_MGB
pm075129	pm075136	HAS_SON_MGB
pm075129	pm075139	HAS_SON_MGB
pm075132	pm075140	HAS_SON_MGB
pm075136	pm075141	HAS_SON_MGB
pm075139	pm075142	HAS_SON_MGB
pm075140	pm075143	HAS_SON_MGB
pm075141	pm075144	HAS_SON_MGB
pm075142	pm075145	HAS_SON_MGB
pm075143	pm075146	HAS_SON_MGB
pm075144	pm075147	HAS_SON_MGB
pm075145	pm075148	HAS_SON_MGB
pm075146	pm075149	HAS_SON_MGB
pm075147	pm075150	HAS_SON_MGB
pm075148	pm075151	HAS_SON_MGB
pm075149	pm075152	HAS_SON_MGB
pm075150	pm075153	HAS_SON_MGB
pm075151	pm075154	HAS_SON_MGB
pm075152	pm075155	HAS_SON_MGB
pm075155	pm075156	HAS_SON_MGB
pm075157	pm075160	HAS_SON_MGB
pm075157	pm075161	HAS_SON_MGB
pm075158	pm075163	HAS_SON_MGB
pm075158	pm075164	HAS_SON_MGB
pm075160	pm075168	HAS_SON_MGB
pm075161	pm075169	HAS_SON_MGB
pm075163	pm075170	HAS_SON_MGB
pm075164	pm075171	HAS_SON_MGB
pm075164	pm075172	HAS_SON_MGB
pm075165	pm075173	HAS_SON_MGB
pm075168	pm075174	HAS_SON_MGB
pm075168	pm075175	HAS_SON_MGB
pm075168	pm075176	HAS_SON_MGB
pm075172	pm075177	HAS_SON_MGB
pm075173	pm075178	HAS_SON_MGB
pm075174	pm075179	HAS_SON_MGB
pm075175	pm075180	HAS_SON_MGB
pm075176	pm075181	HAS_SON_MGB
pm075176	pm075191	HAS_SON_MGB
pm075178	pm075182	HAS_SON_MGB
pm075178	pm075621	HAS_SON_MGB
pm075178	pm075709	HAS_SON_MGB
pm075179	pm075819	HAS_SON_MGB
pm075179	pm075829	HAS_SON_MGB
pm075180	pm075188	HAS_SON_MGB
pm075181	pm075867	HAS_SON_MGB
pm075188	pm075190	HAS_SON_MGB
pm075191	pm075949	HAS_SON_MGB
pm075191	pm075999	HAS_SON_MGB
pm075191	pm076000	HAS_SON_MGB
pm075199	pm075200	HAS_SON_MGB
pm075199	pm075201	HAS_SON_MGB
pm075200	pm075202	HAS_SON_MGB
pm075202	pm075203	HAS_SON_MGB
pm075203	pm075204	HAS_SON_MGB
pm075203	pm075205	HAS_SON_MGB
pm075203	pm075206	HAS_SON_MGB
pm075203	pm075207	HAS_SON_MGB
pm075203	pm075208	HAS_SON_MGB
pm075204	pm075210	HAS_SON_MGB
pm075210	pm075211	HAS_SON_MGB
pm075213	pm075215	HAS_SON_MGB
pm075214	pm075216	HAS_SON_MGB
pm075214	pm075217	HAS_SON_MGB
pm075215	pm075218	HAS_SON_MGB
pm075216	pm075219	HAS_SON_MGB
pm075217	pm075220	HAS_SON_MGB
pm075218	pm075221	HAS_SON_MGB
pm075218w	pm075218	HAS_SIL_MGB
pm075220	pm075222	HAS_SON_MGB
pm075221	pm075223	HAS_SON_MGB
pm075221w	pm075221	HAS_SIL_MGB
pm075222	pm075224	HAS_SON_MGB
pm075226	pm075227	HAS_SON_MGB
pm075227	pm075228	HAS_SON_MGB
pm075228	pm075229	HAS_SON_MGB
pm075229	pm075230	HAS_SON_MGB
pm075229	pm075237	HAS_SON_MGB
pm075230	pm075238	HAS_SIL_MGB
pm075230	pm075231	HAS_SON_MGB
pm075230	pm075239	HAS_SON_MGB
pm075230	pm075240	HAS_SON_MGB
pm075231	pm075232	HAS_SON_MGB
pm075231	pm075233	HAS_SON_MGB
pm075231	pm075234	HAS_SON_MGB
pm075231	pm075235	HAS_SON_MGB
pm075235	pm075236	HAS_SON_MGB
pm075237	pm075241	HAS_SON_MGB
pm075237w	pm075237	HAS_SIL_MGB
pm075238	pm075244	HAS_SON_MGB
pm075238	pm075245	HAS_SON_MGB
pm075238	pm075246	HAS_SON_MGB
pm075240	pm075249	HAS_SON_MGB
pm075240	pm075250	HAS_SON_MGB
pm075240	pm075251	HAS_SON_MGB
pm075241	pm075252	HAS_SON_MGB
pm075241	pm075268	HAS_SON_MGB
pm075241w	pm075241	HAS_SIL_MGB
pm075244	pm075255	HAS_SIL_MGB
pm075244	pm075256	HAS_SON_MGB
pm075245	pm075257	HAS_SON_MGB
pm075249	pm075258	HAS_SON_MGB
pm075250	pm075259	HAS_SON_MGB
pm075252	pm075261	HAS_SON_MGB
pm075252	pm075271	HAS_SON_MGB
pm075252w	pm075252	HAS_SIL_MGB
pm075258	pm075262	HAS_SON_MGB
pm075259	pm075263	HAS_SON_MGB
pm075261	pm075264	HAS_SON_MGB
pm075261w	pm075261	HAS_SIL_MGB
pm075264	pm075265	HAS_SON_MGB
pm075264w	pm075264	HAS_SIL_MGB
pm075265	pm075266	HAS_SON_MGB
pm075265w	pm075265	HAS_SIL_MGB
pm075266	pm075267	HAS_SON_MGB
pm075266w	pm075266	HAS_SIL_MGB
pm075267w	pm075267	HAS_SIL_MGB
pm075268	pm075273	HAS_SON_MGB
pm075275	pm075276	HAS_SON_MGB
pm075275	pm075341	HAS_SON_MGB
pm075275w	pm075275	HAS_SIL_MGB
pm075276	pm075277	HAS_SON_MGB
pm075276	pm075306	HAS_SON_MGB
pm075276w	pm075276	HAS_SIL_MGB
pm075277	pm075278	HAS_SON_MGB
pm075278	pm075279	HAS_SON_MGB
pm075278	pm075308	HAS_SON_MGB
pm075279	pm075280	HAS_SON_MGB
